                               Labor Force Data by County, 2016 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN3113100000000   31     131   Otoe County, NE                                   2016         8,252        7,973        279      3.4
CN3113300000000   31     133   Pawnee County, NE                                 2016         1,652        1,615         37      2.2
CN3113500000000   31     135   Perkins County, NE                                2016         1,818        1,779         39      2.1
CN3113700000000   31     137   Phelps County, NE                                 2016         4,924        4,801        123      2.5
CN3113900000000   31     139   Pierce County, NE                                 2016         4,142        4,033        109      2.6
CN3114100000000   31     141   Platte County, NE                                 2016        16,957       16,369        588      3.5
CN3114300000000   31     143   Polk County, NE                                   2016         2,879        2,803         76      2.6
CN3114500000000   31     145   Red Willow County, NE                             2016         5,970        5,802        168      2.8
CN3114700000000   31     147   Richardson County, NE                             2016         4,233        4,097        136      3.2
CN3114900000000   31     149   Rock County, NE                                   2016           890          867         23      2.6
CN3115100000000   31     151   Saline County, NE                                 2016         7,343        7,117        226      3.1
CN3115300000000   31     153   Sarpy County, NE                                  2016        91,966       89,296      2,670      2.9
CN3115500000000   31     155   Saunders County, NE                               2016        10,863       10,531        332      3.1
CN3115700000000   31     157   Scotts Bluff County, NE                           2016        18,825       18,169        656      3.5
CN3115900000000   31     159   Seward County, NE                                 2016         8,744        8,495        249      2.8
CN3116100000000   31     161   Sheridan County, NE                               2016         2,735        2,657         78      2.9
CN3116300000000   31     163   Sherman County, NE                                2016         1,714        1,660         54      3.2
CN3116500000000   31     165   Sioux County, NE                                  2016           783          762         21      2.7
CN3116700000000   31     167   Stanton County, NE                                2016         3,438        3,348         90      2.6
CN3116900000000   31     169   Thayer County, NE                                 2016         2,901        2,830         71      2.4
CN3117100000000   31     171   Thomas County, NE                                 2016           447          433         14      3.1
CN3117300000000   31     173   Thurston County, NE                               2016         2,975        2,833        142      4.8
CN3117500000000   31     175   Valley County, NE                                 2016         2,090        2,032         58      2.8
CN3117700000000   31     177   Washington County, NE                             2016        11,096       10,742        354      3.2
CN3117900000000   31     179   Wayne County, NE                                  2016         5,619        5,470        149      2.7
CN3118100000000   31     181   Webster County, NE                                2016         1,710        1,657         53      3.1
CN3118300000000   31     183   Wheeler County, NE                                2016           565          553         12      2.1
CN3118500000000   31     185   York County, NE                                   2016         7,316        7,119        197      2.7
CN3200100000000   32     001   Churchill County, NV                              2016        10,703       10,125        578      5.4
CN3200300000000   32     003   Clark County, NV                                  2016     1,046,103      984,714     61,389      5.9
CN3200500000000   32     005   Douglas County, NV                                2016        22,339       21,084      1,255      5.6
CN3200700000000   32     007   Elko County, NV                                   2016        27,037       25,830      1,207      4.5
CN3200900000000   32     009   Esmeralda County, NV                              2016           524          500         24      4.6
CN3201100000000   32     011   Eureka County, NV                                 2016           991          945         46      4.6
CN3201300000000   32     013   Humboldt County, NV                               2016         8,336        7,894        442      5.3
CN3201500000000   32     015   Lander County, NV                                 2016         3,162        2,966        196      6.2
CN3201700000000   32     017   Lincoln County, NV                                2016         2,030        1,924        106      5.2
CN3201900000000   32     019   Lyon County, NV                                   2016        21,773       20,171      1,602      7.4
CN3202100000000   32     021   Mineral County, NV                                2016         1,983        1,855        128      6.5
CN3202300000000   32     023   Nye County, NV                                    2016        16,164       14,984      1,180      7.3
CN3202700000000   32     027   Pershing County, NV                               2016         2,530        2,384        146      5.8
CN3202900000000   32     029   Storey County, NV                                 2016         1,901        1,781        120      6.3
CN3203100000000   32     031   Washoe County, NV                                 2016       229,320      217,784     11,536      5.0
CN3203300000000   32     033   White Pine County, NV                             2016         4,565        4,356        209      4.6
CN3251000000000   32     510   Carson City, NV                                   2016        24,684       23,176      1,508      6.1
CN3300100000000   33     001   Belknap County, NH                                2016        31,380       30,489        891      2.8
CN3300300000000   33     003   Carroll County, NH                                2016        23,667       22,968        699      3.0
CN3300500000000   33     005   Cheshire County, NH                               2016        41,393       40,259      1,134      2.7
CN3300700000000   33     007   Coos County, NH                                   2016        14,639       14,088        551      3.8
CN3300900000000   33     009   Grafton County, NH                                2016        48,738       47,586      1,152      2.4
CN3301100000000   33     011   Hillsborough County, NH                           2016       231,936      224,926      7,010      3.0
CN3301300000000   33     013   Merrimack County, NH                              2016        81,909       79,817      2,092      2.6
CN3301500000000   33     015   Rockingham County, NH                             2016       181,666      176,168      5,498      3.0
CN3301700000000   33     017   Strafford County, NH                              2016        72,400       70,554      1,846      2.5
CN3301900000000   33     019   Sullivan County, NH                               2016        23,588       23,039        549      2.3
CN3400100000000   34     001   Atlantic County, NJ                               2016       122,574      113,483      9,091      7.4
CN3400300000000   34     003   Bergen County, NJ                                 2016       478,787      458,743     20,044      4.2
CN3400500000000   34     005   Burlington County, NJ                             2016       230,271      219,995     10,276      4.5
CN3400700000000   34     007   Camden County, NJ                                 2016       252,713      238,823     13,890      5.5
CN3400900000000   34     009   Cape May County, NJ                               2016        46,661       42,076      4,585      9.8
CN3401100000000   34     011   Cumberland County, NJ                             2016        66,335       61,374      4,961      7.5
CN3401300000000   34     013   Essex County, NJ                                  2016       367,908      345,779     22,129      6.0
CN3401500000000   34     015   Gloucester County, NJ                             2016       148,968      141,431      7,537      5.1
CN3401700000000   34     017   Hudson County, NJ                                 2016       359,152      342,335     16,817      4.7
CN3401900000000   34     019   Hunterdon County, NJ                              2016        64,215       61,793      2,422      3.8
CN3402100000000   34     021   Mercer County, NJ                                 2016       196,995      188,408      8,587      4.4
CN3402300000000   34     023   Middlesex County, NJ                              2016       436,159      416,825     19,334      4.4
CN3402500000000   34     025   Monmouth County, NJ                               2016       326,476      311,922     14,554      4.5
CN3402700000000   34     027   Morris County, NJ                                 2016       257,919      247,799     10,120      3.9
CN3402900000000   34     029   Ocean County, NJ                                  2016       267,872      253,889     13,983      5.2
CN3403100000000   34     031   Passaic County, NJ                                2016       243,533      228,488     15,045      6.2
CN3403300000000   34     033   Salem County, NJ                                  2016        30,010       28,092      1,918      6.4
CN3403500000000   34     035   Somerset County, NJ                               2016       171,907      164,924      6,983      4.1
CN3403700000000   34     037   Sussex County, NJ                                 2016        74,770       71,240      3,530      4.7
CN3403900000000   34     039   Union County, NJ                                  2016       275,097      260,860     14,237      5.2
CN3404100000000   34     041   Warren County, NJ                                 2016        56,365       53,782      2,583      4.6
CN3500100000000   35     001   Bernalillo County, NM                             2016       326,580      307,771     18,809      5.8
CN3500300000000   35     003   Catron County, NM                                 2016         1,204        1,107         97      8.1
CN3500500000000   35     005   Chaves County, NM                                 2016        28,020       26,156      1,864      6.7
CN3500600000000   35     006   Cibola County, NM                                 2016         9,296        8,540        756      8.1
CN3500700000000   35     007   Colfax County, NM                                 2016         5,825        5,478        347      6.0
CN3500900000000   35     009   Curry County, NM                                  2016        21,959       20,859      1,100      5.0
CN3501100000000   35     011   De Baca County, NM                                2016           832          793         39      4.7
CN3501300000000   35     013   Dona Ana County, NM                               2016        95,562       88,772      6,790      7.1
CN3501500000000   35     015   Eddy County, NM                                   2016        28,675       26,827      1,848      6.4
CN3501700000000   35     017   Grant County, NM                                  2016        12,455       11,659        796      6.4
CN3501900000000   35     019   Guadalupe County, NM                              2016         1,690        1,582        108      6.4
CN3502100000000   35     021   Harding County, NM                                2016           277          258         19      6.9
CN3502300000000   35     023   Hidalgo County, NM                                2016         2,201        2,080        121      5.5
CN3502500000000   35     025   Lea County, NM                                    2016        27,718       25,184      2,534      9.1
CN3502700000000   35     027   Lincoln County, NM                                2016         8,636        8,127        509      5.9
CN3502800000000   35     028   Los Alamos County, NM                             2016         8,792        8,423        369      4.2
CN3502900000000   35     029   Luna County, NM                                   2016        10,768        9,218      1,550     14.4
CN3503100000000   35     031   McKinley County, NM                               2016        24,367       22,106      2,261      9.3
CN3503300000000   35     033   Mora County, NM                                   2016         2,236        2,043        193      8.6
CN3503500000000   35     035   Otero County, NM                                  2016        25,462       23,934      1,528      6.0
CN3503700000000   35     037   Quay County, NM                                   2016         3,208        2,992        216      6.7
CN3503900000000   35     039   Rio Arriba County, NM                             2016        16,750       15,509      1,241      7.4
CN3504100000000   35     041   Roosevelt County, NM                              2016         8,064        7,608        456      5.7
CN3504300000000   35     043   Sandoval County, NM                               2016        64,067       59,884      4,183      6.5
CN3504500000000   35     045   San Juan County, NM                               2016        54,194       49,479      4,715      8.7
CN3504700000000   35     047   San Miguel County, NM                             2016        11,083       10,238        845      7.6
CN3504900000000   35     049   Santa Fe County, NM                               2016        73,464       69,614      3,850      5.2
CN3505100000000   35     051   Sierra County, NM                                 2016         4,059        3,719        340      8.4
CN3505300000000   35     053   Socorro County, NM                                2016         6,676        6,190        486      7.3
CN3505500000000   35     055   Taos County, NM                                   2016        14,932       13,685      1,247      8.4
CN3505700000000   35     057   Torrance County, NM                               2016         5,504        5,007        497      9.0
CN3505900000000   35     059   Union County, NM                                  2016         1,893        1,818         75      4.0
CN3506100000000   35     061   Valencia County, NM                               2016        29,900       27,764      2,136      7.1
CN3600100000000   36     001   Albany County, NY                                 2016       158,283      151,867      6,416      4.1
CN3600300000000   36     003   Allegany County, NY                               2016        20,033       18,768      1,265      6.3
CN3600500000000   36     005   Bronx County, NY                                  2016       608,798      565,436     43,362      7.1
CN3600700000000   36     007   Broome County, NY                                 2016        85,773       81,119      4,654      5.4
CN3600900000000   36     009   Cattaraugus County, NY                            2016        34,815       32,737      2,078      6.0
CN3601100000000   36     011   Cayuga County, NY                                 2016        36,657       34,804      1,853      5.1
CN3601300000000   36     013   Chautauqua County, NY                             2016        56,060       52,807      3,253      5.8
CN3601500000000   36     015   Chemung County, NY                                2016        36,168       34,099      2,069      5.7
CN3601700000000   36     017   Chenango County, NY                               2016        22,808       21,653      1,155      5.1
CN3601900000000   36     019   Clinton County, NY                                2016        35,761       33,845      1,916      5.4
CN3602100000000   36     021   Columbia County, NY                               2016        31,430       30,272      1,158      3.7
CN3602300000000   36     023   Cortland County, NY                               2016        22,960       21,652      1,308      5.7
CN3602500000000   36     025   Delaware County, NY                               2016        19,201       18,142      1,059      5.5
CN3602700000000   36     027   Dutchess County, NY                               2016       142,889      136,948      5,941      4.2
CN3602900000000   36     029   Erie County, NY                                   2016       444,647      422,760     21,887      4.9
CN3603100000000   36     031   Essex County, NY                                  2016        17,220       16,300        920      5.3
CN3603300000000   36     033   Franklin County, NY                               2016        19,770       18,649      1,121      5.7
CN3603500000000   36     035   Fulton County, NY                                 2016        23,196       21,870      1,326      5.7
CN3603700000000   36     037   Genesee County, NY                                2016        29,697       28,336      1,361      4.6
CN3603900000000   36     039   Greene County, NY                                 2016        20,540       19,503      1,037      5.0
CN3604100000000   36     041   Hamilton County, NY                               2016         2,361        2,208        153      6.5
CN3604300000000   36     043   Herkimer County, NY                               2016        28,138       26,601      1,537      5.5
CN3604500000000   36     045   Jefferson County, NY                              2016        45,611       42,764      2,847      6.2
CN3604700000000   36     047   Kings County, NY                                  2016     1,217,585    1,152,734     64,851      5.3
CN3604900000000   36     049   Lewis County, NY                                  2016        11,728       10,941        787      6.7
CN3605100000000   36     051   Livingston County, NY                             2016        31,001       29,471      1,530      4.9
CN3605300000000   36     053   Madison County, NY                                2016        32,663       30,944      1,719      5.3
CN3605500000000   36     055   Monroe County, NY                                 2016       362,830      345,801     17,029      4.7
CN3605700000000   36     057   Montgomery County, NY                             2016        22,282       21,008      1,274      5.7
CN3605900000000   36     059   Nassau County, NY                                 2016       699,134      671,823     27,311      3.9
CN3606100000000   36     061   New York County, NY                               2016       916,777      875,013     41,764      4.6
CN3606300000000   36     063   Niagara County, NY                                2016       100,111       94,277      5,834      5.8
CN3606500000000   36     065   Oneida County, NY                                 2016       101,533       96,620      4,913      4.8
CN3606700000000   36     067   Onondaga County, NY                               2016       220,909      210,943      9,966      4.5
CN3606900000000   36     069   Ontario County, NY                                2016        55,001       52,630      2,371      4.3
CN3607100000000   36     071   Orange County, NY                                 2016       178,694      170,975      7,719      4.3
CN3607300000000   36     073   Orleans County, NY                                2016        17,728       16,715      1,013      5.7
CN3607500000000   36     075   Oswego County, NY                                 2016        53,235       49,800      3,435      6.5
CN3607700000000   36     077   Otsego County, NY                                 2016        28,170       26,787      1,383      4.9
CN3607900000000   36     079   Putnam County, NY                                 2016        50,626       48,612      2,014      4.0
CN3608100000000   36     081   Queens County, NY                                 2016     1,161,534    1,108,791     52,743      4.5
CN3608300000000   36     083   Rensselaer County, NY                             2016        81,464       77,981      3,483      4.3
CN3608500000000   36     085   Richmond County, NY                               2016       221,377      209,784     11,593      5.2
CN3608700000000   36     087   Rockland County, NY                               2016       152,331      145,961      6,370      4.2
CN3608900000000   36     089   St. Lawrence County, NY                           2016        43,305       40,451      2,854      6.6
CN3609100000000   36     091   Saratoga County, NY                               2016       117,328      112,854      4,474      3.8
CN3609300000000   36     093   Schenectady County, NY                            2016        75,692       72,414      3,278      4.3
CN3609500000000   36     095   Schoharie County, NY                              2016        14,704       13,907        797      5.4
CN3609700000000   36     097   Schuyler County, NY                               2016         8,266        7,769        497      6.0
CN3609900000000   36     099   Seneca County, NY                                 2016        15,469       14,733        736      4.8
CN3610100000000   36     101   Steuben County, NY                                2016        43,110       40,600      2,510      5.8
CN3610300000000   36     103   Suffolk County, NY                                2016       773,132      739,429     33,703      4.4
CN3610500000000   36     105   Sullivan County, NY                               2016        33,993       32,369      1,624      4.8
CN3610700000000   36     107   Tioga County, NY                                  2016        22,987       21,808      1,179      5.1
CN3610900000000   36     109   Tompkins County, NY                               2016        50,303       48,211      2,092      4.2
CN3611100000000   36     111   Ulster County, NY                                 2016        88,055       84,163      3,892      4.4
CN3611300000000   36     113   Warren County, NY                                 2016        31,951       30,270      1,681      5.3
CN3611500000000   36     115   Washington County, NY                             2016        28,312       26,993      1,319      4.7
CN3611700000000   36     117   Wayne County, NY                                  2016        43,937       41,749      2,188      5.0
CN3611900000000   36     119   Westchester County, NY                            2016       477,240      456,792     20,448      4.3
CN3612100000000   36     121   Wyoming County, NY                                2016        18,085       17,121        964      5.3
CN3612300000000   36     123   Yates County, NY                                  2016        11,703       11,186        517      4.4
CN3700100000000   37     001   Alamance County, NC                               2016        78,947       75,206      3,741      4.7
CN3700300000000   37     003   Alexander County, NC                              2016        17,835       17,077        758      4.3
CN3700500000000   37     005   Alleghany County, NC                              2016         4,426        4,183        243      5.5
CN3700700000000   37     007   Anson County, NC                                  2016        10,660       10,043        617      5.8
CN3700900000000   37     009   Ashe County, NC                                   2016        12,509       11,909        600      4.8
CN3701100000000   37     011   Avery County, NC                                  2016         7,576        7,195        381      5.0
CN3701300000000   37     013   Beaufort County, NC                               2016        20,308       19,152      1,156      5.7
CN3701500000000   37     015   Bertie County, NC                                 2016         8,437        7,879        558      6.6
CN3701700000000   37     017   Bladen County, NC                                 2016        14,570       13,563      1,007      6.9
CN3701900000000   37     019   Brunswick County, NC                              2016        49,708       46,502      3,206      6.4
CN3702100000000   37     021   Buncombe County, NC                               2016       134,377      129,183      5,194      3.9
CN3702300000000   37     023   Burke County, NC                                  2016        39,859       37,920      1,939      4.9
CN3702500000000   37     025   Cabarrus County, NC                               2016       101,188       96,565      4,623      4.6
CN3702700000000   37     027   Caldwell County, NC                               2016        35,900       34,037      1,863      5.2
CN3702900000000   37     029   Camden County, NC                                 2016         4,659        4,419        240      5.2
CN3703100000000   37     031   Carteret County, NC                               2016        31,575       29,946      1,629      5.2
CN3703300000000   37     033   Caswell County, NC                                2016         9,691        9,164        527      5.4
CN3703500000000   37     035   Catawba County, NC                                2016        76,892       73,252      3,640      4.7
CN3703700000000   37     037   Chatham County, NC                                2016        34,527       33,063      1,464      4.2
CN3703900000000   37     039   Cherokee County, NC                               2016        11,146       10,513        633      5.7
CN3704100000000   37     041   Chowan County, NC                                 2016         5,602        5,244        358      6.4
CN3704300000000   37     043   Clay County, NC                                   2016         4,052        3,830        222      5.5
CN3704500000000   37     045   Cleveland County, NC                              2016        46,817       44,257      2,560      5.5
CN3704700000000   37     047   Columbus County, NC                               2016        22,598       21,148      1,450      6.4
CN3704900000000   37     049   Craven County, NC                                 2016        41,761       39,575      2,186      5.2
CN3705100000000   37     051   Cumberland County, NC                             2016       127,349      119,201      8,148      6.4
CN3705300000000   37     053   Currituck County, NC                              2016        13,154       12,486        668      5.1
CN3705500000000   37     055   Dare County, NC                                   2016        20,005       18,653      1,352      6.8
CN3705700000000   37     057   Davidson County, NC                               2016        79,522       75,688      3,834      4.8
CN3705900000000   37     059   Davie County, NC                                  2016        20,172       19,264        908      4.5
CN3706100000000   37     061   Duplin County, NC                                 2016        26,507       25,093      1,414      5.3
CN3706300000000   37     063   Durham County, NC                                 2016       162,119      154,819      7,300      4.5
CN3706500000000   37     065   Edgecombe County, NC                              2016        22,423       20,477      1,946      8.7
CN3706700000000   37     067   Forsyth County, NC                                2016       182,659      173,770      8,889      4.9
CN3706900000000   37     069   Franklin County, NC                               2016        29,348       27,815      1,533      5.2
CN3707100000000   37     071   Gaston County, NC                                 2016       105,658      100,022      5,636      5.3
CN3707300000000   37     073   Gates County, NC                                  2016         5,191        4,925        266      5.1
CN3707500000000   37     075   Graham County, NC                                 2016         3,102        2,828        274      8.8
CN3707700000000   37     077   Granville County, NC                              2016        29,284       28,018      1,266      4.3
CN3707900000000   37     079   Greene County, NC                                 2016         9,525        9,021        504      5.3
CN3708100000000   37     081   Guilford County, NC                               2016       258,494      244,964     13,530      5.2
CN3708300000000   37     083   Halifax County, NC                                2016        20,685       19,046      1,639      7.9
CN3708500000000   37     085   Harnett County, NC                                2016        51,464       48,484      2,980      5.8
CN3708700000000   37     087   Haywood County, NC                                2016        28,487       27,192      1,295      4.5
CN3708900000000   37     089   Henderson County, NC                              2016        52,301       50,070      2,231      4.3
CN3709100000000   37     091   Hertford County, NC                               2016         9,316        8,704        612      6.6
CN3709300000000   37     093   Hoke County, NC                                   2016        19,917       18,604      1,313      6.6
CN3709500000000   37     095   Hyde County, NC                                   2016         2,110        1,910        200      9.5
CN3709700000000   37     097   Iredell County, NC                                2016        84,567       80,503      4,064      4.8
CN3709900000000   37     099   Jackson County, NC                                2016        18,832       17,809      1,023      5.4
CN3710100000000   37     101   Johnston County, NC                               2016        91,595       87,307      4,288      4.7
CN3710300000000   37     103   Jones County, NC                                  2016         4,515        4,277        238      5.3
CN3710500000000   37     105   Lee County, NC                                    2016        26,232       24,690      1,542      5.9
CN3710700000000   37     107   Lenoir County, NC                                 2016        27,653       26,031      1,622      5.9
CN3710900000000   37     109   Lincoln County, NC                                2016        41,097       39,159      1,938      4.7
CN3711100000000   37     111   McDowell County, NC                               2016        21,016       20,007      1,009      4.8
CN3711300000000   37     113   Macon County, NC                                  2016        15,219       14,399        820      5.4
CN3711500000000   37     115   Madison County, NC                                2016         9,702        9,229        473      4.9
CN3711700000000   37     117   Martin County, NC                                 2016         9,815        9,152        663      6.8
CN3711900000000   37     119   Mecklenburg County, NC                            2016       583,509      555,857     27,652      4.7
CN3712100000000   37     121   Mitchell County, NC                               2016         6,189        5,810        379      6.1
CN3712300000000   37     123   Montgomery County, NC                             2016        11,701       11,097        604      5.2
CN3712500000000   37     125   Moore County, NC                                  2016        39,513       37,531      1,982      5.0
CN3712700000000   37     127   Nash County, NC                                   2016        43,930       41,041      2,889      6.6
CN3712900000000   37     129   New Hanover County, NC                            2016       116,062      110,582      5,480      4.7
CN3713100000000   37     131   Northampton County, NC                            2016         7,815        7,248        567      7.3
CN3713300000000   37     133   Onslow County, NC                                 2016        63,722       60,212      3,510      5.5
CN3713500000000   37     135   Orange County, NC                                 2016        74,934       71,762      3,172      4.2
CN3713700000000   37     137   Pamlico County, NC                                2016         5,409        5,123        286      5.3
CN3713900000000   37     139   Pasquotank County, NC                             2016        17,398       16,304      1,094      6.3
CN3714100000000   37     141   Pender County, NC                                 2016        26,854       25,432      1,422      5.3
CN3714300000000   37     143   Perquimans County, NC                             2016         5,101        4,773        328      6.4
CN3714500000000   37     145   Person County, NC                                 2016        18,036       17,047        989      5.5
CN3714700000000   37     147   Pitt County, NC                                   2016        88,214       83,301      4,913      5.6
CN3714900000000   37     149   Polk County, NC                                   2016         8,826        8,416        410      4.6
CN3715100000000   37     151   Randolph County, NC                               2016        66,896       63,601      3,295      4.9
CN3715300000000   37     153   Richmond County, NC                               2016        16,791       15,629      1,162      6.9
CN3715500000000   37     155   Robeson County, NC                                2016        50,555       46,543      4,012      7.9
CN3715700000000   37     157   Rockingham County, NC                             2016        40,856       38,547      2,309      5.7
CN3715900000000   37     159   Rowan County, NC                                  2016        64,236       60,662      3,574      5.6
CN3716100000000   37     161   Rutherford County, NC                             2016        24,812       23,152      1,660      6.7
CN3716300000000   37     163   Sampson County, NC                                2016        29,517       27,906      1,611      5.5
CN3716500000000   37     165   Scotland County, NC                               2016        11,637       10,574      1,063      9.1
CN3716700000000   37     167   Stanly County, NC                                 2016        29,289       27,930      1,359      4.6
CN3716900000000   37     169   Stokes County, NC                                 2016        21,875       20,829      1,046      4.8
CN3717100000000   37     171   Surry County, NC                                  2016        33,526       31,923      1,603      4.8
CN3717300000000   37     173   Swain County, NC                                  2016         7,118        6,684        434      6.1
CN3717500000000   37     175   Transylvania County, NC                           2016        13,960       13,280        680      4.9
CN3717700000000   37     177   Tyrrell County, NC                                2016         1,530        1,401        129      8.4
CN3717900000000   37     179   Union County, NC                                  2016       115,777      110,677      5,100      4.4
CN3718100000000   37     181   Vance County, NC                                  2016        18,005       16,717      1,288      7.2
CN3718300000000   37     183   Wake County, NC                                   2016       556,722      532,808     23,914      4.3
CN3718500000000   37     185   Warren County, NC                                 2016         7,143        6,621        522      7.3
CN3718700000000   37     187   Washington County, NC                             2016         4,866        4,505        361      7.4
CN3718900000000   37     189   Watauga County, NC                                2016        27,950       26,694      1,256      4.5
CN3719100000000   37     191   Wayne County, NC                                  2016        53,558       50,436      3,122      5.8
CN3719300000000   37     193   Wilkes County, NC                                 2016        30,205       28,758      1,447      4.8
CN3719500000000   37     195   Wilson County, NC                                 2016        36,489       33,515      2,974      8.2
CN3719700000000   37     197   Yadkin County, NC                                 2016        17,612       16,840        772      4.4
CN3719900000000   37     199   Yancey County, NC                                 2016         7,479        7,093        386      5.2
CN3800100000000   38     001   Adams County, ND                                  2016         1,133        1,104         29      2.6
CN3800300000000   38     003   Barnes County, ND                                 2016         5,623        5,444        179      3.2
CN3800500000000   38     005   Benson County, ND                                 2016         2,435        2,337         98      4.0
CN3800700000000   38     007   Billings County, ND                               2016           438          425         13      3.0
CN3800900000000   38     009   Bottineau County, ND                              2016         3,230        3,080        150      4.6
CN3801100000000   38     011   Bowman County, ND                                 2016         1,837        1,797         40      2.2
CN3801300000000   38     013   Burke County, ND                                  2016         1,146        1,094         52      4.5
CN3801500000000   38     015   Burleigh County, ND                               2016        50,638       49,334      1,304      2.6
CN3801700000000   38     017   Cass County, ND                                   2016       100,237       98,000      2,237      2.2
CN3801900000000   38     019   Cavalier County, ND                               2016         2,117        2,061         56      2.6
CN3802100000000   38     021   Dickey County, ND                                 2016         2,547        2,498         49      1.9
CN3802300000000   38     023   Divide County, ND                                 2016         1,684        1,640         44      2.6
CN3802500000000   38     025   Dunn County, ND                                   2016         3,249        3,147        102      3.1
CN3802700000000   38     027   Eddy County, ND                                   2016         1,279        1,224         55      4.3
CN3802900000000   38     029   Emmons County, ND                                 2016         1,585        1,516         69      4.4
CN3803100000000   38     031   Foster County, ND                                 2016         1,686        1,636         50      3.0
CN3803300000000   38     033   Golden Valley County, ND                          2016           971          945         26      2.7
CN3803500000000   38     035   Grand Forks County, ND                            2016        38,826       37,912        914      2.4
CN3803700000000   38     037   Grant County, ND                                  2016         1,297        1,258         39      3.0
CN3803900000000   38     039   Griggs County, ND                                 2016         1,160        1,127         33      2.8
CN3804100000000   38     041   Hettinger County, ND                              2016         1,540        1,494         46      3.0
CN3804300000000   38     043   Kidder County, ND                                 2016         1,376        1,324         52      3.8
CN3804500000000   38     045   LaMoure County, ND                                2016         2,316        2,261         55      2.4
CN3804700000000   38     047   Logan County, ND                                  2016           959          926         33      3.4
CN3804900000000   38     049   McHenry County, ND                                2016         3,377        3,212        165      4.9
CN3805100000000   38     051   McIntosh County, ND                               2016         1,241        1,203         38      3.1
CN3805300000000   38     053   McKenzie County, ND                               2016         7,949        7,650        299      3.8
CN3805500000000   38     055   McLean County, ND                                 2016         5,070        4,894        176      3.5
CN3805700000000   38     057   Mercer County, ND                                 2016         4,654        4,450        204      4.4
CN3805900000000   38     059   Morton County, ND                                 2016        16,798       16,252        546      3.3
CN3806100000000   38     061   Mountrail County, ND                              2016         7,133        6,921        212      3.0
CN3806300000000   38     063   Nelson County, ND                                 2016         1,534        1,482         52      3.4
CN3806500000000   38     065   Oliver County, ND                                 2016           898          849         49      5.5
CN3806700000000   38     067   Pembina County, ND                                2016         3,660        3,477        183      5.0
CN3806900000000   38     069   Pierce County, ND                                 2016         1,899        1,824         75      3.9
CN3807100000000   38     071   Ramsey County, ND                                 2016         6,148        5,973        175      2.8
CN3807300000000   38     073   Ransom County, ND                                 2016         2,840        2,776         64      2.3
CN3807500000000   38     075   Renville County, ND                               2016         1,309        1,258         51      3.9
CN3807700000000   38     077   Richland County, ND                               2016         8,905        8,662        243      2.7
CN3807900000000   38     079   Rolette County, ND                                2016         4,986        4,448        538     10.8
CN3808100000000   38     081   Sargent County, ND                                2016         2,333        2,288         45      1.9
CN3808300000000   38     083   Sheridan County, ND                               2016           737          695         42      5.7
CN3808500000000   38     085   Sioux County, ND                                  2016         1,339        1,280         59      4.4
CN3808700000000   38     087   Slope County, ND                                  2016           436          425         11      2.5
CN3808900000000   38     089   Stark County, ND                                  2016        18,090       17,384        706      3.9
CN3809100000000   38     091   Steele County, ND                                 2016         1,075        1,052         23      2.1
CN3809300000000   38     093   Stutsman County, ND                               2016        11,082       10,809        273      2.5
CN3809500000000   38     095   Towner County, ND                                 2016         1,332        1,303         29      2.2
CN3809700000000   38     097   Traill County, ND                                 2016         4,600        4,472        128      2.8
CN3809900000000   38     099   Walsh County, ND                                  2016         5,663        5,449        214      3.8
CN3810100000000   38     101   Ward County, ND                                   2016        33,545       32,166      1,379      4.1
CN3810300000000   38     103   Wells County, ND                                  2016         2,192        2,107         85      3.9
CN3810500000000   38     105   Williams County, ND                               2016        22,636       21,652        984      4.3
CN3900100000000   39     001   Adams County, OH                                  2016        10,942       10,119        823      7.5
CN3900300000000   39     003   Allen County, OH                                  2016        48,262       45,840      2,422      5.0
CN3900500000000   39     005   Ashland County, OH                                2016        26,258       24,927      1,331      5.1
CN3900700000000   39     007   Ashtabula County, OH                              2016        44,220       41,522      2,698      6.1
CN3900900000000   39     009   Athens County, OH                                 2016        28,017       26,223      1,794      6.4
CN3901100000000   39     011   Auglaize County, OH                               2016        24,622       23,704        918      3.7
CN3901300000000   39     013   Belmont County, OH                                2016        31,008       28,694      2,314      7.5
CN3901500000000   39     015   Brown County, OH                                  2016        19,492       18,363      1,129      5.8
CN3901700000000   39     017   Butler County, OH                                 2016       189,443      180,906      8,537      4.5
CN3901900000000   39     019   Carroll County, OH                                2016        13,437       12,517        920      6.8
CN3902100000000   39     021   Champaign County, OH                              2016        19,882       18,987        895      4.5
CN3902300000000   39     023   Clark County, OH                                  2016        63,577       60,244      3,333      5.2
